brand,country,month,gamma_fit
OPRCW,Atlantis,6.0,"(41.03325085418123, -0.08743288726697815, 0.003380549512833556)"
OPRCW,Atlantis,7.0,"(52.99068897194688, -0.09910110118654056, 0.002702715382671579)"
OPRCW,Atlantis,8.0,"(0.8749093762810836, -2.0133955870744148e-31, 0.041531020210294506)"
OPRCW,Atlantis,9.0,"(19.66847308706955, -0.043063571170565515, 0.004572727714284231)"
OPRCW,Atlantis,10.0,"(4.074616503605159, -0.005690636066064635, 0.012552136461070937)"
OPRCW,Atlantis,11.0,"(1.9996658966825338, -0.0019785879646139854, 0.024802980883831743)"
OPRCW,Atlantis,12.0,"(0.3345745453283453, -3.051754237282755e-28, 0.14509551985802618)"
OPRCW,Beleria,1.0,"(0.8454464429903774, -9.470668966986627e-32, 0.16224013084798458)"
OPRCW,Beleria,3.0,"(0.2707563554702099, -2.9269427149674255e-30, 0.14116658952305194)"
OPRCW,Beleria,4.0,"(0.30967565903332406, -2.4315058087248492e-30, 0.12571765600254775)"
OPRCW,Beleria,5.0,"(0.0715978521707997, -1.8734639417641333e-30, 0.1925497578255374)"
OPRCW,Beleria,6.0,"(0.6268868893155748, -1.104257348840231e-30, 0.23980588714570522)"
OPRCW,Beleria,7.0,"(0.836939896157959, -3.1365843480937276e-32, 0.15550271936768012)"
OPRCW,Beleria,8.0,"(0.13025137534076092, -1.1178462783648744e-29, 0.3777344720870771)"
OPRCW,Beleria,9.0,"(0.20730485040790142, -3.419142518212845e-30, 0.08274729595939828)"
OPRCW,Beleria,10.0,"(0.32891485138128007, -2.5082166136510683e-29, 0.045162402439297256)"
OPRCW,Beleria,11.0,"(0.36524428073108917, -1.4412791159330337e-30, 0.09567322885079693)"
OPRCW,Beleria,12.0,"(0.9214211998736243, -5.2787293655565126e-30, 0.06813590868588087)"
OPRCW,Braavos,1.0,"(1.2894938178991808, 0.018810679371257393, 0.03103004930712138)"
OPRCW,Braavos,2.0,"(0.41332526954361826, 0.0012433169782586513, 1.1185259090737332)"
OPRCW,Braavos,3.0,"(4.543712812694174, -0.008123769758738793, 0.012523744514750287)"
OPRCW,Braavos,4.0,"(2.8880869747022024, -0.0042409793705612715, 0.01969217265849514)"
OPRCW,Braavos,5.0,"(2.2026615495569515, 0.016142911566946194, 0.018369013215462235)"
OPRCW,Braavos,6.0,"(3.147395223178131, 0.0052442556540862, 0.014023826522454243)"
OPRCW,Braavos,7.0,"(0.24810594338549125, -1.2904868348475323e-27, 1.2533977131411675)"
OPRCW,Braavos,8.0,"(0.7245293966466488, -2.657767449002376e-28, 0.07923405970174974)"
OPRCW,Braavos,9.0,"(0.3642712846467042, -2.4442355983669238e-29, 0.8603229046612777)"
OPRCW,Braavos,10.0,"(0.34548105004674223, -1.326563501338889e-29, 0.6999736685943894)"
OPRCW,Braavos,11.0,"(5.736946830576729, -0.008072198810317085, 0.01046203761339317)"
OPRCW,Braavos,12.0,"(8.007926708888583, -0.017043057436989757, 0.008788343582844749)"
OPRCW,Coruscant,1.0,"(0.24451010552157892, -5.251556107217068e-29, 0.05522225818219146)"
OPRCW,Coruscant,2.0,"(244.33341072370428, -0.32094620710825505, 0.001517219440095504)"
OPRCW,Coruscant,3.0,"(0.8268740849967702, -5.1468861799597766e-24, 0.055510544730624604)"
OPRCW,Coruscant,4.0,"(0.32646662537913307, -6.096297427803904e-32, 0.05765159500046316)"
OPRCW,Coruscant,5.0,"(0.596828217575464, -3.970497970182467e-28, 0.08928791009450793)"
OPRCW,Coruscant,6.0,"(22.6608014067235, -0.10140622457043375, 0.006681415248397788)"
OPRCW,Coruscant,7.0,"(4.064977360494479, -0.016362621565197494, 0.014958764194673534)"
OPRCW,Coruscant,8.0,"(15.418104268474394, -0.07170079465357114, 0.007702609045250584)"
OPRCW,Coruscant,9.0,"(7834.447835435803, -2.1780827029209746, 0.0002840341570688042)"
OPRCW,Coruscant,10.0,"(6.350921942399606, -0.030485547876563157, 0.012157998910392535)"
OPRCW,Coruscant,11.0,"(0.4606601440444015, -3.010701792852754e-17, 0.06376300243224114)"
OPRCW,Coruscant,12.0,"(0.26677173812001, -1.1075879136120193e-18, 0.09061833658633829)"
OPRCW,Dorne,1.0,"(0.1400147124568919, -1.4434088841911003e-30, 0.10204731635907971)"
OPRCW,Dorne,2.0,"(0.5195798941628949, -5.305589526437452e-31, 0.023257291172593668)"
OPRCW,Dorne,3.0,"(0.29588154336225025, -1.5329360700739256e-29, 0.05608883194127735)"
OPRCW,Dorne,4.0,"(0.2794014691054071, -1.4423084601453675e-29, 0.11675885077108328)"
OPRCW,Dorne,5.0,"(0.42786797198495197, -7.167913301234542e-31, 0.10483584532481822)"
OPRCW,Dorne,6.0,"(0.6075378516938528, -1.2418780660384114e-29, 0.10439808550456835)"
OPRCW,Dorne,7.0,"(0.9519571012128208, -5.82311113941972e-30, 0.028082638232312405)"
OPRCW,Dorne,8.0,"(0.17645284183467363, -2.322568636357207e-29, 0.10851195726746915)"
OPRCW,Dorne,9.0,"(0.16164259814294196, -1.7217394916730186e-30, 0.1227451570022188)"
OPRCW,Dorne,10.0,"(0.645898429698506, -5.4011008951445826e-31, 0.048131113069792966)"
OPRCW,Dorne,11.0,"(0.5811105103264731, -2.1329947299613904e-29, 0.06379649483352982)"
OPRCW,Dorne,12.0,"(0.18813269661331547, -3.0652828124908317e-28, 0.06597112969276105)"
OPRCW,Eriador,1.0,"(0.21570401278351964, -4.3235935313399746e-30, 0.12051903960715624)"
OPRCW,Eriador,2.0,"(0.6596632157435298, -4.240197256126636e-29, 0.03461025429924032)"
OPRCW,Eriador,3.0,"(0.2258378413304145, -2.9753615875802825e-32, 0.08779947842325245)"
OPRCW,Eriador,4.0,"(0.19906743733370647, -9.183124802996515e-30, 0.1429581959068797)"
OPRCW,Eriador,5.0,"(0.41880055187375986, -7.824008272095787e-30, 0.07936504830286409)"
OPRCW,Eriador,6.0,"(0.14662777046833175, -1.239383557178998e-31, 0.1353232583253708)"
OPRCW,Eriador,7.0,"(0.46536232930382904, -1.9198240433422128e-31, 0.09344705585543406)"
OPRCW,Eriador,8.0,"(0.3794930240417681, -2.9101087400454244e-31, 0.0658353266797127)"
OPRCW,Eriador,9.0,"(0.5224046198359271, -2.0652279652407243e-30, 0.05485878109999145)"
OPRCW,Eriador,10.0,"(0.5716369573859315, -3.114478397187904e-30, 0.05479836802103065)"
OPRCW,Eriador,12.0,"(0.31456337678933954, -2.752759740450774e-30, 0.13310417444986852)"
OPRCW,Essos,1.0,"(0.3635482289550993, -2.796265537056186e-29, 0.09261823736245571)"
OPRCW,Essos,3.0,"(0.7125840737088539, -9.923647809373723e-31, 0.041233131745670754)"
OPRCW,Essos,4.0,"(0.38937543320368173, -1.0083006222024354e-29, 0.05764396481010911)"
OPRCW,Essos,7.0,"(0.5595129736112545, -1.0725999933444672e-32, 0.052432607642854644)"
OPRCW,Essos,8.0,"(0.44928140539003125, -3.4261122582362024e-29, 0.07985086174121736)"
OPRCW,Essos,9.0,"(0.43270669717914134, -1.2179228873723282e-28, 0.057712672953096664)"
OPRCW,Essos,10.0,"(0.4799740669226046, -1.3488195094331253e-28, 0.04628426146623095)"
OPRCW,Essos,11.0,"(0.8048242160916472, -5.9520789696949386e-30, 0.0580402520519087)"
OPRCW,Essos,12.0,"(0.2724078752349033, -7.309731268242765e-30, 0.16026971596834777)"
OPRCW,Fangorn,1.0,"(0.6850069177220488, -4.331605168985329e-31, 0.10149035606529566)"
OPRCW,Fangorn,2.0,"(0.16393974978847153, -1.6357110004634946e-31, 0.10541388928814291)"
OPRCW,Fangorn,3.0,"(0.2600895816984084, -2.1603871031702888e-29, 0.06749835487393319)"
OPRCW,Fangorn,4.0,"(0.14415681877408434, -1.5499413725898204e-29, 0.14432047913146523)"
OPRCW,Fangorn,5.0,"(0.7699167805865048, -1.6066232334747096e-30, 0.1797901948431344)"
OPRCW,Fangorn,6.0,"(0.7994869476183042, -3.436099814766732e-27, 0.05008982107807017)"
OPRCW,Fangorn,7.0,"(0.1320354382650923, -1.183855745810003e-30, 0.08841990790034635)"
OPRCW,Fangorn,8.0,"(0.1498690425402608, -1.775478472164883e-30, 0.14084633582446493)"
OPRCW,Fangorn,9.0,"(0.49570658933543393, -1.0980129953313632e-30, 0.15179534422876023)"
OPRCW,Fangorn,10.0,"(0.302226669563262, -2.0622775665075202e-30, 0.13605653213609337)"
OPRCW,Fangorn,11.0,"(0.44705185204124964, -5.6249966006670145e-30, 0.06506317902322614)"
OPRCW,Fangorn,12.0,"(0.8298573204890398, -3.931424529873838e-30, 0.1626783227367112)"
OPRCW,Ferelden,1.0,"(0.4115665836836825, -1.0982485911048704e-28, 0.0509256256675268)"
OPRCW,Ferelden,2.0,"(0.2610534707947243, -5.586498134096531e-30, 0.13616419358645698)"
OPRCW,Ferelden,3.0,"(0.6949709323587691, -1.9265458661438395e-33, 0.12339723987296419)"
OPRCW,Ferelden,4.0,"(0.688309719684274, -7.872426678617115e-30, 0.04977733873324386)"
OPRCW,Ferelden,5.0,"(0.33606852028309275, -2.7309851263650977e-31, 0.060580762286489495)"
OPRCW,Ferelden,6.0,"(0.12621804013509152, -2.4226982137547967e-29, 0.06437368026296178)"
OPRCW,Ferelden,7.0,"(0.16419231359347522, -4.737756299209849e-30, 0.12502293980454843)"
OPRCW,Ferelden,8.0,"(0.43933683549060126, -6.460068063135877e-31, 0.07091195050013026)"
OPRCW,Ferelden,9.0,"(0.20580328298167327, -1.5931458174389137e-31, 0.11952013656748378)"
OPRCW,Ferelden,10.0,"(0.788805666434064, -2.5384341289378434e-30, 0.04250013747868099)"
OPRCW,Ferelden,11.0,"(0.7325957427396841, -2.6506334731219163e-31, 0.150222640211979)"
OPRCW,Ferelden,12.0,"(0.45018817774858066, -9.83669135605629e-32, 0.07037195325734968)"
OPRCW,Gallifrey,7.0,"(0.7887039613491846, -5.6584607603631475e-28, 0.037780177325413014)"
OPRCW,Gallifrey,8.0,"(0.4177538551999409, -1.8885772385530964e-31, 0.0620031902865925)"
OPRCW,Gallifrey,9.0,"(0.8727645928433572, -2.1369116623701544e-31, 0.03937431049508189)"
OPRCW,Gallifrey,10.0,"(2.3141719528094002, -0.0060279547557947856, 0.023181828171845144)"
OPRCW,Gallifrey,11.0,"(0.8380858598453289, -8.308474071039737e-29, 0.03991670078577812)"
OPRCW,Gallifrey,12.0,"(3.4203368528736204, -0.011263456670172197, 0.01721543871873887)"
OPRCW,Gondor,1.0,"(0.6814366117152, -3.2331354092518064e-31, 0.043667376394691315)"
OPRCW,Gondor,2.0,"(0.6615379938326056, -7.600467155282907e-31, 0.07039956656713803)"
OPRCW,Gondor,3.0,"(0.7537758922024279, -1.7305487305692347e-30, 0.05211381381396213)"
OPRCW,Gondor,4.0,"(0.32869388891996554, -1.0675740560397274e-30, 1.2070188653671472)"
OPRCW,Gondor,5.0,"(0.6498195704365541, -5.366684684269909e-30, 0.07040687193597711)"
OPRCW,Gondor,6.0,"(0.8933738737878203, -1.4302081931901323e-28, 0.047127792686109574)"
OPRCW,Gondor,7.0,"(0.9004397372525517, 0.00015960212020325724, 0.04551468659017492)"
OPRCW,Gondor,8.0,"(0.9316010518123559, -6.468518051571222e-29, 0.04142122394177783)"
OPRCW,Gondor,9.0,"(0.6417126351540507, -1.0729833326012719e-29, 0.06277125491258176)"
OPRCW,Gondor,10.0,"(0.7308442657732386, -1.321841204595678e-30, 0.05144087754052509)"
OPRCW,Gondor,11.0,"(0.33798887022593116, -5.061843512316716e-29, 0.4251288919143624)"
OPRCW,Gondor,12.0,"(0.7230007362300528, -4.790042714622239e-28, 0.07292331692721807)"
OPRCW,Hogwarts,1.0,"(0.8452639723074165, -1.4104107571757479e-30, 0.05176308396435775)"
OPRCW,Hogwarts,2.0,"(2.647524632324552, -0.0059511356139256705, 0.02113333706670093)"
OPRCW,Hogwarts,3.0,"(3.617932682496689, -0.008522114728709557, 0.014731688607403183)"
OPRCW,Hogwarts,4.0,"(0.6701726184406038, 0.0009471940065004636, 0.07366737315291515)"
OPRCW,Hogwarts,5.0,"(0.2525417906626281, 0.002138893187839451, 1.540527904350755)"
OPRCW,Hogwarts,6.0,"(1.6107252091794342, -0.0010715162046062408, 0.030584897643340905)"
OPRCW,Hogwarts,7.0,"(0.6509857214577708, -2.4148473612415392e-29, 0.056261405603334966)"
OPRCW,Hogwarts,8.0,"(0.8602981172880307, -1.9385609579087463e-29, 0.044433048998314593)"
OPRCW,Hogwarts,9.0,"(18.70321144434557, -0.06738709704408277, 0.00621110344445935)"
OPRCW,Hogwarts,10.0,"(0.4422743526537183, -3.781410697356169e-28, 0.10231340400484173)"
OPRCW,Hogwarts,11.0,"(1.6808921927463643, -0.001971684734610324, 0.030431685261953972)"
OPRCW,Hogwarts,12.0,"(0.8888871257611317, -1.6611575062267635e-29, 0.05253554431321553)"
OPRCW,Latveria,1.0,"(0.21293563247602235, -4.425956272480754e-26, 0.04732332006727709)"
OPRCW,Latveria,2.0,"(54.48512730941897, -0.1265539203461764, 0.0032559593421039082)"
OPRCW,Latveria,3.0,"(16.44703237931474, -0.03841268136806681, 0.005185596679530806)"
OPRCW,Latveria,4.0,"(3.4436130098879327, -0.011640885738626903, 0.01827235341044087)"
OPRCW,Latveria,5.0,"(0.46666844914343386, -3.257582776871412e-28, 0.09646686195922319)"
OPRCW,Latveria,6.0,"(2.9273706125258974, 0.007038560555187935, 0.014464962081715677)"
OPRCW,Latveria,7.0,"(3.6279890757371662, -0.0019182122961000367, 0.012779162689316448)"
OPRCW,Latveria,8.0,"(0.5063179650025897, -2.78659276070899e-29, 0.038632170979562466)"
OPRCW,Latveria,9.0,"(7.944637959811256, -0.013560324062935033, 0.007644166826252937)"
OPRCW,Latveria,10.0,"(8.368218886067432, -0.016550566307736977, 0.007459428928549861)"
OPRCW,Latveria,11.0,"(21.5709144292833, -0.07534830039952714, 0.00563928814256731)"
OPRCW,Latveria,12.0,"(3.5181998313710476, -0.02409554338671941, 0.022817148708366763)"
OPRCW,Narnia,1.0,"(10.326592672267816, -0.04412302822812514, 0.008776818934985803)"
OPRCW,Narnia,2.0,"(19.33867619986023, -0.07151997541793839, 0.006283779189051519)"
OPRCW,Narnia,3.0,"(38.271850230280364, -0.054993888708653134, 0.0026522238943996346)"
OPRCW,Narnia,4.0,"(8.947815412497299, -0.038626688477570635, 0.009975577571262622)"
OPRCW,Narnia,5.0,"(3.3842672520982546, -0.00830054192115473, 0.017413973602046724)"
OPRCW,Narnia,6.0,"(18.173346098214203, -0.042018329973285626, 0.004932353839185623)"
OPRCW,Narnia,7.0,"(10.913506962840266, -0.03951680288325136, 0.007748366541271296)"
OPRCW,Narnia,8.0,"(11.386039698862831, -0.03388943896042988, 0.0070613732785768)"
OPRCW,Narnia,9.0,"(5.90724861670342, -0.010676546101415262, 0.009792431309799435)"
OPRCW,Narnia,10.0,"(0.3081761471703375, -6.606697404351157e-29, 1.3625789254805367)"
OPRCW,Narnia,11.0,"(0.970569585035516, -8.635027677619455e-26, 0.03972035883225265)"
OPRCW,Narnia,12.0,"(0.6512109944446957, -8.052458376707093e-29, 0.08370613687465817)"
OPRCW,Panem,1.0,"(32.317040202006226, -0.08628620376169599, 0.004143329393712139)"
OPRCW,Panem,2.0,"(3.0683330424208073, -0.009477364458297284, 0.01938425377904885)"
OPRCW,Panem,3.0,"(4.345024290677776, -0.013029627425813525, 0.013580253652329658)"
OPRCW,Panem,4.0,"(3.079167845397941, -0.01006203736628482, 0.01950597218953995)"
OPRCW,Panem,5.0,"(2.8484807336149442, -0.005266455832408969, 0.019852102671833002)"
OPRCW,Panem,6.0,"(2.8674245934403677, -0.00014517523649992665, 0.017487891987673303)"
OPRCW,Panem,7.0,"(3.4466687028267025, -0.007887923869337763, 0.015183493800428865)"
OPRCW,Panem,8.0,"(7.157076570167084, -0.02407499291638107, 0.009657578928756938)"
OPRCW,Panem,9.0,"(13.82422014747732, -0.026911352608159255, 0.0053587949008118245)"
OPRCW,Panem,10.0,"(8.504729647224385, -0.02031486090799757, 0.007883120247436955)"
OPRCW,Panem,11.0,"(3.6801114483222706, -0.013220984168061571, 0.016656539167866732)"
OPRCW,Panem,12.0,"(4.038963352199451, -0.02315425423576633, 0.01974715280022908)"
OPRCW,Prydain,1.0,"(0.16871746089543996, -1.349287824567271e-29, 0.09392491567489118)"
OPRCW,Prydain,2.0,"(0.27576414172988994, -3.2025438640941265e-29, 0.057080650111913975)"
OPRCW,Prydain,3.0,"(0.18987688856306617, -1.2871441880775715e-31, 0.12994216579259413)"
OPRCW,Prydain,4.0,"(0.18558989339768592, -1.4665192286160406e-30, 0.1903752089454176)"
OPRCW,Prydain,5.0,"(0.31293442046872466, -8.352928077256387e-30, 0.12442037259130453)"
OPRCW,Prydain,6.0,"(0.09253724809325578, -2.350029012510805e-30, 0.145711142598627)"
OPRCW,Prydain,7.0,"(0.2580510645251329, -8.75948983144756e-30, 0.11166668774914934)"
OPRCW,Prydain,8.0,"(0.2199307456755753, -5.50313093952812e-27, 0.0311259951327415)"
OPRCW,Prydain,9.0,"(0.10827602980531181, -1.9998142044052986e-29, 0.05570153261981581)"
OPRCW,Prydain,10.0,"(0.12104408629372157, -1.3730184294060936e-29, 0.1949064461928446)"
OPRCW,Prydain,11.0,"(0.06341049057108833, -8.234375260423726e-32, 0.17589447684991322)"
OPRCW,Prydain,12.0,"(0.22635888291719525, -2.7596444072264885e-30, 0.13613913653574386)"
OPRCW,Qarth,1.0,"(0.7704592355248263, -6.0988567798007e-29, 0.03562470935139036)"
OPRCW,Qarth,2.0,"(0.6985014957440672, -4.513128518422904e-29, 0.05805147340907566)"
OPRCW,Qarth,3.0,"(0.6315721356265565, -2.7452064929902765e-30, 0.046898634208590646)"
OPRCW,Qarth,4.0,"(0.6169941942186301, -2.9194843430098223e-30, 0.0618531974335836)"
OPRCW,Qarth,5.0,"(0.5622252801512377, -1.0904401567495075e-28, 0.06520944509421125)"
OPRCW,Qarth,6.0,"(0.933531596131624, -3.601162828437308e-30, 0.03830322686298605)"
OPRCW,Qarth,7.0,"(0.88961863867361, -8.155743196012251e-30, 0.04365344091122422)"
OPRCW,Qarth,8.0,"(0.851069138291217, -6.745067576364266e-30, 0.033477240056781765)"
OPRCW,Qarth,9.0,"(0.7153052529583674, -5.579335500970096e-31, 0.05206882925521758)"
OPRCW,Qarth,10.0,"(0.729072083781982, -1.5658153594318127e-29, 0.04780022001785982)"
OPRCW,Qarth,11.0,"(0.8972001733047235, -8.277720993007144e-29, 0.04529382046405209)"
OPRCW,Qarth,12.0,"(0.8268408158699554, -4.251779611287943e-31, 0.04284204010890738)"
OPRCW,Sokovia,1.0,"(0.4611715863604996, -7.616882749343572e-29, 0.07128900402288665)"
OPRCW,Sokovia,3.0,"(0.4862462243556689, -1.4637491045304764e-28, 0.06166886668117785)"
OPRCW,Sokovia,4.0,"(0.5385071881963741, -7.380208083583965e-30, 0.05374304749503479)"
OPRCW,Sokovia,5.0,"(0.9273512818301157, -1.6540485089984984e-30, 0.03770779144677058)"
OPRCW,Sokovia,6.0,"(0.40338830480005644, -8.521883670341109e-30, 0.06343931190700916)"
OPRCW,Sokovia,7.0,"(0.6264195204793994, -3.2671920075656134e-28, 0.04466515112912167)"
OPRCW,Sokovia,8.0,"(0.847815712943211, -2.6164557931046598e-18, 0.035686392462806735)"
OPRCW,Sokovia,9.0,"(0.9782043672884454, -6.944729965461952e-28, 0.0322392520942226)"
OPRCW,Sokovia,10.0,"(0.8517817322675986, -1.1087647120441694e-28, 0.05850080204854266)"
OPRCW,Themyscira,1.0,"(0.4070951718093905, -1.3044815546839983e-31, 0.06554839012830098)"
OPRCW,Themyscira,2.0,"(0.7334276267175208, -2.408766611180277e-28, 0.04101128318652429)"
OPRCW,Themyscira,3.0,"(0.7111932621202586, -2.9725031588384646e-30, 0.05914160313916239)"
OPRCW,Themyscira,4.0,"(0.5907899466672724, -4.460843205158304e-29, 0.03598614362226017)"
OPRCW,Themyscira,5.0,"(0.34117819096715274, -5.276168363738e-31, 0.09822492981190623)"
OPRCW,Themyscira,6.0,"(0.4841480040430115, -4.2646677977307415e-30, 0.054519587392885024)"
OPRCW,Themyscira,7.0,"(0.7151328429982524, -2.9684330895492294e-29, 0.04155261088295624)"
OPRCW,Themyscira,8.0,"(0.6260371609208291, -4.434131433574646e-30, 0.07733285381708448)"
OPRCW,Themyscira,9.0,"(0.6271344405944513, -2.107012137640584e-30, 0.07621731670846113)"
OPRCW,Themyscira,10.0,"(0.668066020597334, -2.8627866280192517e-30, 0.053494497805965775)"
OPRCW,Themyscira,11.0,"(0.754716453326004, -2.4056350098630015e-30, 0.05391179631167318)"
OPRCW,Themyscira,12.0,"(0.369667699399164, -2.435582697194068e-30, 0.10109578078416984)"
OPRCW,Vulcan,1.0,"(0.18614048836469785, -2.752127007738677e-30, 0.050928451066325826)"
OPRCW,Vulcan,2.0,"(0.23408697431224335, -2.7406700217806837e-29, 0.0350445376965082)"
OPRCW,Vulcan,3.0,"(0.7904791813246235, -5.37780080125358e-28, 0.04190056715404149)"
OPRCW,Vulcan,4.0,"(0.4700839738559754, -7.817494746790921e-30, 0.06866097521924985)"
OPRCW,Vulcan,5.0,"(0.5170131998897065, -3.903202519939346e-30, 0.06551848869842712)"
OPRCW,Vulcan,6.0,"(0.48719448001470667, -9.332646817710593e-29, 0.040756035785368606)"
OPRCW,Vulcan,7.0,"(0.6179223435452484, -4.1583972942971656e-30, 0.04082985955454929)"
OPRCW,Vulcan,8.0,"(0.24576838585403266, -2.1549561440889627e-29, 1.2347077314712371)"
OPRCW,Vulcan,9.0,"(0.4432047065079214, -2.71157926145432e-28, 0.07135150279305819)"
OPRCW,Vulcan,10.0,"(0.594897530745337, -5.490427006509798e-32, 0.030023079746667226)"
OPRCW,Vulcan,11.0,"(0.40801536045562564, -4.6563673094473075e-29, 0.04206857948846722)"
OPRCW,Vulcan,12.0,"(0.42668569452244876, -1.1790769089348529e-29, 0.04528485498341395)"
OPRCW,Westeros,1.0,"(0.6922785018334745, -1.8750486040899388e-30, 0.037579525197520454)"
OPRCW,Westeros,2.0,"(0.3486663439262455, -1.0247536648258081e-29, 1.3712760789939573)"
OPRCW,Westeros,3.0,"(0.5209735203984314, -1.4530822801040916e-31, 0.07833481448621035)"
OPRCW,Westeros,4.0,"(0.2545985147101244, -3.182060317258243e-29, 1.2088630307870782)"
OPRCW,Westeros,5.0,"(1.4503063885807248, -0.000634773591936504, 0.03625645223450888)"
OPRCW,Westeros,6.0,"(0.3537058775522048, -3.2392751976278562e-31, 0.10486697492219724)"
OPRCW,Westeros,7.0,"(0.4991199345117706, -2.7083486592899863e-26, 0.09152122890477421)"
OPRCW,Westeros,8.0,"(0.4916651259462227, -3.421546632857746e-29, 0.051809774639320724)"
OPRCW,Westeros,9.0,"(0.9434773966966257, -4.987792276232094e-29, 0.05173260914618509)"
OPRCW,Westeros,10.0,"(0.6105412851994342, 0.00149652404292132, 0.06922436491400794)"
OPRCW,Westeros,11.0,"(0.5678245324993014, -2.490146824703829e-26, 0.03790094112588162)"
OPRCW,Westeros,12.0,"(0.6046633883423779, -7.540371099440015e-29, 0.043918770562815054)"
OPRCW,Yunkai,1.0,"(0.2861233027256956, -1.3914746652707193e-30, 0.11240212829286203)"
OPRCW,Yunkai,2.0,"(0.07677700212130706, -1.1969211767472283e-30, 0.1773156731677608)"
OPRCW,Yunkai,3.0,"(0.13164523747975856, -1.8541925019846145e-30, 0.052762541848617395)"
OPRCW,Yunkai,4.0,"(0.796217788018682, -7.167165272487095e-30, 0.04386679017706024)"
OPRCW,Yunkai,5.0,"(0.2178027307086704, -1.6749388824533952e-29, 0.08379307471435887)"
OPRCW,Yunkai,6.0,"(0.8881842739696335, -1.894484130504043e-30, 0.07319086521356181)"
OPRCW,Yunkai,7.0,"(0.131533430584181, -7.395379119459819e-31, 0.06827375794964607)"
OPRCW,Yunkai,8.0,"(0.8068536052071094, -3.605924313271355e-30, 0.1512205035857061)"
OPRCW,Yunkai,9.0,"(0.10075915332987073, -1.6881374724752476e-28, 0.08879421695911549)"
OPRCW,Yunkai,10.0,"(0.24517387061760665, -2.207316271985807e-30, 0.13104716871917185)"
OPRCW,Yunkai,11.0,"(0.25426955926176176, -4.1754160665169054e-30, 0.11714660015140183)"
OPRCW,Yunkai,12.0,"(0.5112496580485741, -1.937395966646288e-29, 0.08373817449570965)"
OPRCW,Zamunda,1.0,"(0.6962289883946355, -4.403854414733276e-30, 0.047357668632887456)"
OPRCW,Zamunda,2.0,"(0.5803573614365893, -3.370396054462511e-29, 0.052159247409426304)"
OPRCW,Zamunda,3.0,"(0.771842605437282, -1.4083348368681936e-26, 0.061125042903008714)"
OPRCW,Zamunda,4.0,"(0.8386012452058993, -2.5080855602642517e-29, 0.04650588112314025)"
OPRCW,Zamunda,5.0,"(0.4777015700940723, -6.912267588522805e-29, 0.06324616423443816)"
OPRCW,Zamunda,6.0,"(0.7238000399577046, -2.505024037457876e-27, 0.06398358930672104)"
OPRCW,Zamunda,7.0,"(0.45101441814711785, -1.4491572139999805e-28, 0.05672278157736871)"
OPRCW,Zamunda,8.0,"(0.5380142489775164, -2.521292490778166e-30, 0.043804270417243635)"
OPRCW,Zamunda,9.0,"(0.74411994648856, -1.2637854835786612e-31, 0.05040022399743603)"
OPRCW,Zamunda,10.0,"(0.5044605398264346, -2.78365268337813e-31, 0.055806441205671464)"
OPRCW,Zamunda,11.0,"(0.374443385728908, -6.487569766056806e-31, 0.04692340836741022)"
OPRCW,Zamunda,12.0,"(0.7963577089542535, -1.9033856441915417e-28, 0.048257959548173815)"
ORUVA,Aldovia,1.0,"(0.4184560479371101, -1.371445475766916e-29, 0.04880219004144543)"
ORUVA,Aldovia,2.0,"(0.27875662575455673, -4.3518301992030396e-30, 0.048623417175146774)"
ORUVA,Aldovia,3.0,"(0.21007098626977128, -3.363391880100181e-30, 0.05289038335533912)"
ORUVA,Aldovia,4.0,"(0.7574014678200747, -4.4885127764715287e-29, 0.04418020187951344)"
ORUVA,Aldovia,5.0,"(0.3323909741535245, -2.5304367831274946e-30, 0.05128792521902391)"
ORUVA,Aldovia,6.0,"(0.7823266405720133, -1.5600985364965998e-29, 0.03489105905418301)"
ORUVA,Aldovia,7.0,"(0.3775248192796816, -2.015771026573315e-30, 0.049342727103897144)"
ORUVA,Aldovia,8.0,"(0.32458554111503257, -1.017706167780949e-29, 0.04228910279973082)"
ORUVA,Aldovia,9.0,"(0.3070509525502535, -1.1883616519507676e-30, 0.05923458911301835)"
ORUVA,Aldovia,10.0,"(0.70870906641437, -1.59885551659811e-29, 0.04307413094485138)"
ORUVA,Aldovia,11.0,"(0.334218050133423, -3.2561217943162397e-29, 0.03261561565803235)"
ORUVA,Aldovia,12.0,"(0.3606099089829067, -2.815754593991263e-28, 0.03833624589246906)"
ORUVA,Arendelle,1.0,"(0.8177260883463604, -6.803618712185699e-28, 0.05267651647419626)"
ORUVA,Arendelle,5.0,"(0.8750622542102955, -2.2805280250399988e-23, 0.05525631031654077)"
ORUVA,Arendelle,6.0,"(0.7230239724594915, -2.4852532545487717e-30, 0.06055653615111241)"
ORUVA,Arendelle,7.0,"(0.6335756839194528, -3.6719322061476696e-28, 0.06530957117161884)"
ORUVA,Arendelle,11.0,"(0.7242044603284559, -1.446727735091923e-24, 0.05690538637808226)"
ORUVA,Arendelle,12.0,"(0.534625776346235, -3.218355950129867e-31, 0.6185635732660002)"
ORUVA,Arrakis,1.0,"(0.11107114183488637, -1.12664153643216e-27, 0.4466564870955082)"
ORUVA,Arrakis,4.0,"(0.285661802416316, -1.738571370345998e-28, 0.11263909492613725)"
ORUVA,Arrakis,5.0,"(0.33788654279534386, -2.1249362884028123e-31, 0.09848677718236452)"
