brand,country,month,norm_fit
JTOEV,Prydain,1.0,"(0.04838709677419355, 0.10407262534840968)"
JTOEV,Prydain,2.0,"(0.0594059405940594, 0.12676176060128144)"
JTOEV,Prydain,3.0,"(0.04571428571428572, 0.10410688339439907)"
JTOEV,Prydain,4.0,"(0.05185185185185185, 0.1081143505108511)"
JTOEV,Prydain,5.0,"(0.04878048780487805, 0.1052603949750921)"
JTOEV,Prydain,6.0,"(0.049079754601226995, 0.10197900829889156)"
JTOEV,Prydain,7.0,"(0.04597701149425287, 0.1013582296217297)"
JTOEV,Prydain,8.0,"(0.04678362573099415, 0.10158212444038796)"
JTOEV,Prydain,9.0,"(0.04907975460122699, 0.1005105479705969)"
JTOEV,Prydain,10.0,"(0.04790419161676647, 0.10820370520563476)"
JTOEV,Prydain,11.0,"(0.047872340425531915, 0.10365050781878826)"
JTOEV,Prydain,12.0,"(0.051470588235294115, 0.11578857992247574)"
JTOEV,Qarth,1.0,"(0.047619047619047616, 0.050037589484763785)"
JTOEV,Qarth,2.0,"(0.05, 0.04989711362988519)"
JTOEV,Qarth,3.0,"(0.04697986577181208, 0.04873696576227405)"
JTOEV,Qarth,4.0,"(0.049586776859504134, 0.05405654275510611)"
JTOEV,Qarth,5.0,"(0.05263157894736842, 0.05374421335312091)"
JTOEV,Qarth,6.0,"(0.051020408163265314, 0.05133892311660963)"
JTOEV,Qarth,7.0,"(0.0449438202247191, 0.04427833405337314)"
JTOEV,Qarth,8.0,"(0.04827586206896552, 0.05170447623288401)"
JTOEV,Qarth,9.0,"(0.04666666666666667, 0.04394774989625444)"
JTOEV,Qarth,10.0,"(0.044692737430167606, 0.04433271823532709)"
JTOEV,Qarth,11.0,"(0.04819277108433735, 0.04837374835633217)"
JTOEV,Qarth,12.0,"(0.05442176870748299, 0.05435826025760972)"
JTOEV,Sokovia,1.0,"(0.04838709677419355, 0.05205559821873775)"
JTOEV,Sokovia,2.0,"(0.05, 0.04946800508582999)"
JTOEV,Sokovia,3.0,"(0.049723756906077346, 0.0548832825716907)"
JTOEV,Sokovia,4.0,"(0.050632911392405056, 0.055023082331278464)"
JTOEV,Sokovia,5.0,"(0.05194805194805195, 0.05299785946798779)"
JTOEV,Sokovia,6.0,"(0.05161290322580645, 0.0484910581492381)"
JTOEV,Sokovia,7.0,"(0.046875, 0.05060210269693127)"
JTOEV,Sokovia,8.0,"(0.04827586206896552, 0.050745855308648696)"
JTOEV,Sokovia,9.0,"(0.046511627906976744, 0.048466139340018144)"
JTOEV,Sokovia,10.0,"(0.046632124352331605, 0.04594169755193533)"
JTOEV,Sokovia,11.0,"(0.05113636363636364, 0.05045723433100498)"
JTOEV,Sokovia,12.0,"(0.05161290322580645, 0.05749319645190393)"
JTOEV,Themyscira,1.0,"(0.049079754601226995, 0.0505850738886298)"
JTOEV,Themyscira,2.0,"(0.05027932960893855, 0.05245079190274017)"
JTOEV,Themyscira,3.0,"(0.04736842105263158, 0.048036996719488335)"
JTOEV,Themyscira,4.0,"(0.05232558139534884, 0.052371602506868814)"
JTOEV,Themyscira,5.0,"(0.04972375690607734, 0.05254058233914501)"
JTOEV,Themyscira,6.0,"(0.04891304347826087, 0.05326014176802215)"
JTOEV,Themyscira,7.0,"(0.04477611940298507, 0.04104203626330419)"
JTOEV,Themyscira,8.0,"(0.046391752577319575, 0.04531678560506215)"
JTOEV,Themyscira,9.0,"(0.04639175257731959, 0.044277467247767266)"
JTOEV,Themyscira,10.0,"(0.046632124352331605, 0.04755304567048989)"
JTOEV,Themyscira,11.0,"(0.04712041884816754, 0.04818029910743902)"
JTOEV,Themyscira,12.0,"(0.05333333333333334, 0.0564726535178496)"
JTOEV,Vulcan,1.0,"(0.046875, 0.04524142736019684)"
JTOEV,Vulcan,2.0,"(0.05, 0.045533512270525545)"
JTOEV,Vulcan,3.0,"(0.04639175257731959, 0.04644448405458337)"
JTOEV,Vulcan,4.0,"(0.05232558139534884, 0.05212857567335681)"
JTOEV,Vulcan,5.0,"(0.05161290322580645, 0.04823010799995008)"
JTOEV,Vulcan,6.0,"(0.047872340425531915, 0.04871887588303937)"
JTOEV,Vulcan,7.0,"(0.044776119402985086, 0.04531406644354264)"
JTOEV,Vulcan,8.0,"(0.04591836734693878, 0.04688491026599822)"
JTOEV,Vulcan,9.0,"(0.046632124352331605, 0.04876389846965922)"
JTOEV,Vulcan,10.0,"(0.045, 0.04467034996710477)"
JTOEV,Vulcan,11.0,"(0.046875, 0.04661906552683026)"
JTOEV,Vulcan,12.0,"(0.05142857142857143, 0.05236566362267724)"
JTOEV,Wakanda,1.0,"(0.047058823529411764, 0.06949685502797477)"
JTOEV,Wakanda,2.0,"(0.05263157894736842, 0.07009823637158669)"
JTOEV,Wakanda,3.0,"(0.051470588235294115, 0.07175200306721001)"
JTOEV,Wakanda,4.0,"(0.05309734513274336, 0.07744845877056877)"
JTOEV,Wakanda,5.0,"(0.05263157894736842, 0.0698532084870168)"
JTOEV,Wakanda,6.0,"(0.050359712230215826, 0.06633295144038788)"
JTOEV,Wakanda,7.0,"(0.046296296296296294, 0.05849531513779993)"
JTOEV,Wakanda,8.0,"(0.04761904761904762, 0.05474914734322113)"
JTOEV,Wakanda,9.0,"(0.046875, 0.05277969044764276)"
JTOEV,Wakanda,10.0,"(0.046153846153846156, 0.058094911502172976)"
JTOEV,Wakanda,11.0,"(0.049586776859504134, 0.07027980347283096)"
JTOEV,Wakanda,12.0,"(0.05454545454545454, 0.06767501825004703)"
JTOEV,Westeros,1.0,"(0.05517241379310345, 0.039423902685629605)"
JTOEV,Westeros,2.0,"(0.05511811023622048, 0.05499485779061456)"
JTOEV,Westeros,3.0,"(0.04964539007092199, 0.047670391862869685)"
JTOEV,Westeros,4.0,"(0.05673758865248227, 0.0525606090946296)"
JTOEV,Westeros,5.0,"(0.05194805194805195, 0.046197000428829904)"
JTOEV,Westeros,6.0,"(0.05421686746987952, 0.04443936465475871)"
JTOEV,Westeros,7.0,"(0.04827586206896552, 0.040202560814210316)"
JTOEV,Westeros,8.0,"(0.06896551724137932, 0.06605508757136533)"
JTOEV,Westeros,9.0,"(0.05084745762711865, 0.05155895205268494)"
JTOEV,Westeros,10.0,"(0.04945054945054945, 0.05173172533673252)"
JTOEV,Westeros,11.0,"(0.053691275167785234, 0.05309150950984776)"
JTOEV,Westeros,12.0,"(0.05999999999999999, 0.0522503997404831)"
JTOEV,Yunkai,1.0,"(0.04678362573099415, 0.08707188296341929)"
JTOEV,Yunkai,2.0,"(0.04964539007092199, 0.08412946250356843)"
JTOEV,Yunkai,3.0,"(0.04697986577181208, 0.08630039434968213)"
JTOEV,Yunkai,4.0,"(0.050724637681159424, 0.08155006574122792)"
JTOEV,Yunkai,5.0,"(0.05263157894736842, 0.09563564294531635)"
JTOEV,Yunkai,6.0,"(0.047337278106508875, 0.08655303834501939)"
JTOEV,Yunkai,7.0,"(0.04444444444444444, 0.07645460329027261)"
JTOEV,Yunkai,8.0,"(0.045714285714285714, 0.07683306885759514)"
JTOEV,Yunkai,9.0,"(0.04639175257731959, 0.08215229685617531)"
JTOEV,Yunkai,10.0,"(0.045, 0.07877571322707395)"
JTOEV,Yunkai,11.0,"(0.04712041884816754, 0.08226963935441568)"
JTOEV,Yunkai,12.0,"(0.0564516129032258, 0.09597407085584087)"
JTOEV,Zamunda,1.0,"(0.04580152671755725, 0.07308272331379884)"
JTOEV,Zamunda,2.0,"(0.05228758169934641, 0.07651300096686994)"
JTOEV,Zamunda,3.0,"(0.04716981132075473, 0.0677460531683293)"
JTOEV,Zamunda,4.0,"(0.05102040816326531, 0.06760998469097564)"
JTOEV,Zamunda,5.0,"(0.046875, 0.06556293840467288)"
JTOEV,Zamunda,6.0,"(0.051094890510948905, 0.07260061260491604)"
JTOEV,Zamunda,7.0,"(0.04469273743016759, 0.07023653639248784)"
JTOEV,Zamunda,8.0,"(0.046511627906976744, 0.06552420495842433)"
JTOEV,Zamunda,9.0,"(0.04666666666666667, 0.06243750951021969)"
JTOEV,Zamunda,10.0,"(0.045112781954887216, 0.06237140373737225)"
JTOEV,Zamunda,11.0,"(0.04790419161676647, 0.07150795953597594)"
JTOEV,Zamunda,12.0,"(0.05511811023622048, 0.08034413152185595)"
JVKMG,Hogwarts,1.0,"(0.04545454545454545, 0.041996238881217514)"
JVKMG,Hogwarts,2.0,"(0.05, 0.04543004875414712)"
JVKMG,Hogwarts,4.0,"(0.047619047619047616, 0.04191774017954943)"
JVKMG,Hogwarts,5.0,"(0.05263157894736842, 0.05293700251049177)"
JVKMG,Hogwarts,6.0,"(0.05, 0.03716664152607988)"
JVKMG,Hogwarts,7.0,"(0.043478260869565216, 0.04577574664642636)"
JVKMG,Hogwarts,8.0,"(0.04761904761904761, 0.03934579855861247)"
JVKMG,Westeros,1.0,"(0.05263157894736841, 0.07639087348879288)"
JVKMG,Westeros,2.0,"(0.05555555555555555, 0.08799092733720307)"
JVKMG,Westeros,3.0,"(0.05263157894736842, 0.05924804838973354)"
JVKMG,Westeros,4.0,"(0.05882352941176472, 0.07676048903719764)"
JVKMG,Westeros,5.0,"(0.049999999999999996, 0.0728339398419528)"
JVKMG,Westeros,7.0,"(0.047619047619047616, 0.06680155944616334)"
JVKMG,Westeros,8.0,"(0.0909090909090909, 0.08183328866052847)"
JZIWZ,Eriador,1.0,"(0.04918032786885246, 0.07381384719471679)"
JZIWZ,Eriador,2.0,"(0.05454545454545454, 0.07000638246429318)"
JZIWZ,Eriador,3.0,"(0.04705882352941178, 0.07391648337668373)"
JZIWZ,Eriador,4.0,"(0.049999999999999996, 0.079144353150797)"
JZIWZ,Eriador,5.0,"(0.047619047619047616, 0.0747968684205869)"
JZIWZ,Eriador,6.0,"(0.04838709677419355, 0.08595718076918576)"
JZIWZ,Eriador,7.0,"(0.045454545454545456, 0.07526393637835962)"
JZIWZ,Eriador,8.0,"(0.04504504504504504, 0.06480177270684447)"
JZIWZ,Eriador,9.0,"(0.046511627906976744, 0.06553075029507496)"
JZIWZ,Eriador,10.0,"(0.047619047619047616, 0.0672635017523738)"
JZIWZ,Eriador,11.0,"(0.05172413793103448, 0.06807989623962643)"
JZIWZ,Eriador,12.0,"(0.06, 0.1003217715411476)"
JZIWZ,Zamunda,1.0,"(0.04615384615384616, 0.064293971760364)"
JZIWZ,Zamunda,2.0,"(0.05, 0.05517785415450029)"
JZIWZ,Zamunda,3.0,"(0.05263157894736842, 0.07781978852110723)"
JZIWZ,Zamunda,4.0,"(0.05, 0.06948293646304124)"
JZIWZ,Zamunda,5.0,"(0.047619047619047616, 0.05544223830440023)"
JZIWZ,Zamunda,7.0,"(0.043478260869565216, 0.06301886026622085)"
JZIWZ,Zamunda,8.0,"(0.04878048780487805, 0.09010464369596449)"
JZIWZ,Zamunda,9.0,"(0.046511627906976744, 0.06341780463235899)"
JZIWZ,Zamunda,10.0,"(0.04347826086956521, 0.05178783158850377)"
JZIWZ,Zamunda,11.0,"(0.04761904761904761, 0.050517084065602576)"
JZIWZ,Zamunda,12.0,"(0.06249999999999999, 0.07060008980763798)"
KCCMS,Arendelle,1.0,"(0.05, 0.06888721700234805)"
KCCMS,Arendelle,2.0,"(0.05555555555555555, 0.062098095295877155)"
KCCMS,Arendelle,3.0,"(0.045454545454545456, 0.040761577562933284)"
KCCMS,Arendelle,4.0,"(0.05128205128205128, 0.05517508805090695)"
KCCMS,Arendelle,5.0,"(0.058823529411764705, 0.070685334807223)"
KCCMS,Arendelle,6.0,"(0.04545454545454545, 0.058186037888626474)"
KCCMS,Arendelle,7.0,"(0.04444444444444445, 0.06285438667182437)"
KCCMS,Arendelle,8.0,"(0.04651162790697674, 0.07107913295360747)"
KCCMS,Arendelle,9.0,"(0.05, 0.05737958406034467)"
KCCMS,Arendelle,10.0,"(0.05263157894736843, 0.06779739758143973)"
KCCMS,Arendelle,12.0,"(0.05000000000000001, 0.064850425095032)"
KCCMS,Arrakis,1.0,"(0.046875, 0.043058695632496)"
KCCMS,Arrakis,2.0,"(0.05, 0.043320987365277966)"
KCCMS,Arrakis,3.0,"(0.047619047619047616, 0.06526369185453082)"
KCCMS,Arrakis,4.0,"(0.04761904761904762, 0.037906554082867534)"
KCCMS,Arrakis,5.0,"(0.045977011494252866, 0.04450244357700767)"
KCCMS,Arrakis,6.0,"(0.047619047619047616, 0.0518067104843578)"
KCCMS,Arrakis,7.0,"(0.04705882352941178, 0.05093164573873301)"
KCCMS,Arrakis,8.0,"(0.04494382022471909, 0.03717532389433456)"
KCCMS,Arrakis,10.0,"(0.044444444444444446, 0.03767452296609595)"
KCCMS,Arrakis,12.0,"(0.05000000000000001, 0.05408203177359337)"
KCCMS,Gondor,1.0,"(0.047619047619047616, 0.05472744364483191)"
KCCMS,Gondor,2.0,"(0.05263157894736843, 0.06858878504172956)"
KCCMS,Gondor,3.0,"(0.047619047619047616, 0.03587820339850722)"
KCCMS,Gondor,4.0,"(0.05084745762711865, 0.06383670107470739)"
KCCMS,Gondor,5.0,"(0.047619047619047616, 0.058486690930236215)"
KCCMS,Gondor,6.0,"(0.05, 0.05435843467975602)"
KCCMS,Gondor,7.0,"(0.0449438202247191, 0.05949136128853468)"
KCCMS,Gondor,8.0,"(0.045454545454545456, 0.05791752980775204)"
KCCMS,Gondor,9.0,"(0.04761904761904762, 0.058202114149218526)"
KCCMS,Gondor,10.0,"(0.045977011494252866, 0.045713245727227625)"
KCCMS,Gondor,11.0,"(0.047619047619047616, 0.04936794133756723)"
KCCMS,Gondor,12.0,"(0.0606060606060606, 0.07468227314953749)"
KCSWZ,Ferelden,2.0,"(0.051282051282051294, 0.07655330356554113)"
KCSWZ,Ferelden,3.0,"(0.05, 0.09347728484994255)"
KCSWZ,Ferelden,4.0,"(0.045454545454545456, 0.06515830159374837)"
KCSWZ,Ferelden,5.0,"(0.055555555555555566, 0.0680112534944733)"
KCSWZ,Ferelden,6.0,"(0.05263157894736842, 0.08908869659502816)"
KCSWZ,Ferelden,7.0,"(0.043478260869565216, 0.0712921083239474)"
KCSWZ,Ferelden,8.0,"(0.047619047619047616, 0.0815158314125882)"
KCSWZ,Ferelden,9.0,"(0.04545454545454546, 0.08404644982225773)"
KCSWZ,Ferelden,10.0,"(0.043478260869565216, 0.07312621379639123)"
KCYIY,Braavos,1.0,"(0.058823529411764705, 0.037356680144262765)"
KCYIY,Braavos,2.0,"(0.05263157894736842, 0.031946293427216506)"
KCYIY,Braavos,3.0,"(0.04918032786885246, 0.03299860190608098)"
KCYIY,Braavos,4.0,"(0.05217391304347826, 0.030449779754716265)"
KCYIY,Braavos,5.0,"(0.05504587155963303, 0.03952901128053253)"
KCYIY,Braavos,6.0,"(0.047619047619047616, 0.027792467294061637)"
KCYIY,Braavos,7.0,"(0.048, 0.024626191794782246)"
KCYIY,Braavos,8.0,"(0.05405405405405406, 0.037281294228830156)"
KCYIY,Braavos,9.0,"(0.05263157894736842, 0.03065726431249488)"
KCYIY,Braavos,10.0,"(0.047619047619047616, 0.02347348244985495)"
KCYIY,Braavos,11.0,"(0.05154639175257732, 0.030511805810484533)"
KCYIY,Braavos,12.0,"(0.05405405405405404, 0.031135020637008137)"
KCYIY,Dorne,6.0,"(0.047619047619047616, 0.08655379520308269)"
KCYIY,Dorne,9.0,"(0.045454545454545456, 0.08266368213755916)"
KCYIY,Dorne,10.0,"(0.04347826086956521, 0.08749726087865053)"
KCYIY,Dorne,12.0,"(0.062499999999999986, 0.07969013199646129)"
KCYIY,Essos,1.0,"(0.047619047619047616, 0.06509333560508239)"
KCYIY,Essos,2.0,"(0.047619047619047616, 0.05561472313034446)"
KCYIY,Essos,3.0,"(0.048780487804878044, 0.06005568365527668)"
KCYIY,Essos,4.0,"(0.047619047619047616, 0.0613526027914897)"
KCYIY,Essos,6.0,"(0.04918032786885246, 0.06826121609707146)"
KCYIY,Essos,7.0,"(0.043478260869565216, 0.04890494897195845)"
KCYIY,Essos,9.0,"(0.045454545454545456, 0.06328976082716797)"
KCYIY,Essos,10.0,"(0.046511627906976744, 0.06344161318354188)"
KCYIY,Essos,11.0,"(0.047619047619047616, 0.06822370492360127)"
KCYIY,Essos,12.0,"(0.047619047619047616, 0.058005781627437455)"
KCYIY,Gondor,1.0,"(0.04672897196261683, 0.04716066552484021)"
KCYIY,Gondor,2.0,"(0.052083333333333336, 0.05248478752244709)"
KCYIY,Gondor,3.0,"(0.04672897196261682, 0.04081177131686116)"
KCYIY,Gondor,4.0,"(0.048543689320388356, 0.05096892276795464)"
KCYIY,Gondor,5.0,"(0.046728971962616814, 0.03865658439735438)"
KCYIY,Gondor,6.0,"(0.047619047619047616, 0.04235685080978554)"
KCYIY,Gondor,7.0,"(0.04705882352941178, 0.043114353005382314)"
KCYIY,Gondor,8.0,"(0.04761904761904763, 0.04128797615481007)"
KCYIY,Gondor,9.0,"(0.04807692307692308, 0.06051277245707044)"
KCYIY,Gondor,10.0,"(0.047619047619047616, 0.042930547391982904)"
KCYIY,Gondor,11.0,"(0.047619047619047616, 0.040064124040868815)"
KCYIY,Gondor,12.0,"(0.054347826086956534, 0.07103581383458585)"
KCYIY,Panem,1.0,"(0.04545454545454545, 0.0222437860555638)"
KCYIY,Panem,2.0,"(0.05, 0.02709215871982542)"
KCYIY,Panem,3.0,"(0.05, 0.01802015562013816)"
KCYIY,Panem,4.0,"(0.047619047619047616, 0.019199557315812087)"
KCYIY,Panem,5.0,"(0.05263157894736843, 0.01779224233196387)"
KCYIY,Panem,6.0,"(0.05, 0.03131158903050062)"
KCYIY,Prydain,1.0,"(0.05, 0.12813775702607505)"
KCYIY,Prydain,2.0,"(0.058823529411764705, 0.11690608703483145)"
KCYIY,Prydain,3.0,"(0.047619047619047616, 0.10032734882125682)"
KCYIY,Prydain,4.0,"(0.05, 0.1039700777859604)"
KCYIY,Prydain,5.0,"(0.045454545454545456, 0.0791552109197974)"
KCYIY,Prydain,6.0,"(0.05263157894736842, 0.10712626964904101)"
KCYIY,Prydain,7.0,"(0.045454545454545456, 0.078643536443589)"
KCYIY,Prydain,8.0,"(0.04761904761904763, 0.1027425954476709)"
KCYIY,Prydain,10.0,"(0.047619047619047616, 0.11192441100430205)"
KCYIY,Prydain,11.0,"(0.04761904761904761, 0.10636599637241241)"
KCYIY,Prydain,12.0,"(0.047619047619047616, 0.10269350259139401)"
KCYIY,Qarth,1.0,"(0.04878048780487805, 0.05067096917062221)"
KCYIY,Qarth,2.0,"(0.05128205128205127, 0.046868405590886765)"
KCYIY,Qarth,3.0,"(0.04761904761904762, 0.03899871872974808)"
KCYIY,Qarth,4.0,"(0.049999999999999996, 0.05631896132002403)"
KCYIY,Qarth,5.0,"(0.058823529411764705, 0.06000997343232521)"
KCYIY,Qarth,6.0,"(0.047619047619047616, 0.045035875954770085)"
KCYIY,Qarth,7.0,"(0.043478260869565216, 0.055931123064439286)"
KCYIY,Qarth,8.0,"(0.05263157894736842, 0.05157098398102529)"
KCYIY,Qarth,9.0,"(0.04651162790697676, 0.03209186679366274)"
KCYIY,Qarth,10.0,"(0.043478260869565216, 0.0357156320902839)"
KCYIY,Qarth,11.0,"(0.05, 0.03468575725440587)"
KCYIY,Qarth,12.0,"(0.055555555555555566, 0.037524699866271743)"
KCYIY,Themyscira,1.0,"(0.04901960784313726, 0.05526515085081384)"
KCYIY,Themyscira,2.0,"(0.050420168067226885, 0.06255119401014071)"
KCYIY,Themyscira,3.0,"(0.04651162790697674, 0.05503026616796564)"
KCYIY,Themyscira,4.0,"(0.05405405405405406, 0.06506094358411219)"
KCYIY,Themyscira,5.0,"(0.04705882352941176, 0.04888301461117854)"
KCYIY,Themyscira,6.0,"(0.04819277108433735, 0.05106415425978026)"
KCYIY,Themyscira,7.0,"(0.04504504504504505, 0.05349900773107099)"
KCYIY,Themyscira,8.0,"(0.045871559633027525, 0.053304513399291625)"
KCYIY,Themyscira,9.0,"(0.045871559633027525, 0.046715706231314325)"
KCYIY,Themyscira,10.0,"(0.04672897196261682, 0.051442983250478996)"
KCYIY,Themyscira,11.0,"(0.04716981132075472, 0.05543211852655356)"
KCYIY,Themyscira,12.0,"(0.05319148936170213, 0.056228670534583615)"
KCYIY,Vulcan,1.0,"(0.048387096774193554, 0.058953829561473346)"
KCYIY,Vulcan,2.0,"(0.04938271604938271, 0.05709132169114137)"
KCYIY,Vulcan,3.0,"(0.047058823529411764, 0.04665169385150883)"
KCYIY,Vulcan,4.0,"(0.050632911392405056, 0.050915538624426326)"
KCYIY,Vulcan,5.0,"(0.05357142857142857, 0.049125057299788874)"
KCYIY,Vulcan,6.0,"(0.047619047619047616, 0.05661749648452281)"
KCYIY,Vulcan,7.0,"(0.044444444444444446, 0.05144208994626836)"
KCYIY,Vulcan,8.0,"(0.04651162790697674, 0.04523527159216167)"
KCYIY,Vulcan,9.0,"(0.04545454545454545, 0.051140701858547966)"
KCYIY,Vulcan,10.0,"(0.04411764705882354, 0.04237486525343764)"
KCYIY,Vulcan,11.0,"(0.04838709677419355, 0.037694942088406194)"
KCYIY,Vulcan,12.0,"(0.048387096774193554, 0.04640716707225339)"
KDECS,Elbonia,1.0,"(0.04545454545454545, 0.06466358377993552)"
KDECS,Elbonia,2.0,"(0.054545454545454564, 0.04938562215672328)"
KDECS,Elbonia,3.0,"(0.05128205128205128, 0.054952376134460024)"
KDECS,Elbonia,4.0,"(0.04545454545454546, 0.055196661122361525)"
KDECS,Elbonia,5.0,"(0.05000000000000001, 0.06282505030184861)"
KDECS,Elbonia,6.0,"(0.047619047619047616, 0.051298448332620275)"
KDECS,Elbonia,7.0,"(0.044444444444444446, 0.04437839249296151)"
KDECS,Elbonia,8.0,"(0.047619047619047616, 0.04780275886937114)"
KDECS,Elbonia,9.0,"(0.047619047619047616, 0.06120381666320348)"
KDECS,Elbonia,10.0,"(0.046511627906976744, 0.05132571827119933)"
KDECS,Elbonia,11.0,"(0.051282051282051294, 0.05245105082370736)"
KDECS,Eriador,1.0,"(0.04651162790697676, 0.06524636193061421)"
KDECS,Eriador,2.0,"(0.05357142857142857, 0.0793629776905898)"
KDECS,Eriador,3.0,"(0.047619047619047616, 0.065038084202949)"
KDECS,Eriador,4.0,"(0.04918032786885246, 0.06759774113943763)"
KDECS,Eriador,5.0,"(0.047619047619047616, 0.06692663850387912)"
KDECS,Eriador,6.0,"(0.04918032786885245, 0.07556239731930253)"
KDECS,Eriador,7.0,"(0.04444444444444444, 0.060210416695814624)"
KDECS,Eriador,8.0,"(0.045454545454545456, 0.06284608597066936)"
KDECS,Eriador,9.0,"(0.047619047619047616, 0.06332635226844577)"
KDECS,Eriador,10.0,"(0.04597701149425287, 0.06373594382707393)"
KDECS,Eriador,11.0,"(0.05128205128205128, 0.08354169812863238)"
KDECS,Eriador,12.0,"(0.058823529411764705, 0.08352396309786585)"
KGUIR,Aldovia,1.0,"(0.04716981132075473, 0.03194983778444198)"
KGUIR,Aldovia,2.0,"(0.05, 0.032273286432809876)"
KGUIR,Aldovia,3.0,"(0.046511627906976744, 0.03099757311283681)"
KGUIR,Aldovia,4.0,"(0.05172413793103448, 0.03011646248911741)"
KGUIR,Aldovia,5.0,"(0.04800000000000001, 0.03434489696604489)"
KGUIR,Aldovia,6.0,"(0.04854368932038835, 0.022038795874581005)"
KGUIR,Aldovia,7.0,"(0.045045045045045064, 0.02571323536449464)"
KGUIR,Aldovia,8.0,"(0.046296296296296294, 0.030933970832168815)"
KGUIR,Aldovia,9.0,"(0.049180327868852465, 0.031159814485185313)"
KGUIR,Aldovia,10.0,"(0.047244094488188976, 0.03195991033800618)"
KGUIR,Aldovia,11.0,"(0.04800000000000001, 0.032097781452897475)"
KGUIR,Aldovia,12.0,"(0.056074766355140186, 0.03923516539847176)"
KGUIR,Arendelle,1.0,"(0.04761904761904763, 0.057228998395813184)"
KGUIR,Arendelle,2.0,"(0.0547945205479452, 0.06386839630750801)"
KGUIR,Arendelle,3.0,"(0.047619047619047616, 0.06537016336001068)"
KGUIR,Arendelle,4.0,"(0.04878048780487805, 0.05948593702722687)"
KGUIR,Arendelle,5.0,"(0.05084745762711865, 0.05951955373291047)"
KGUIR,Arendelle,6.0,"(0.04938271604938271, 0.06586237914509038)"
KGUIR,Arendelle,7.0,"(0.044444444444444446, 0.048598760072279645)"
KGUIR,Arendelle,8.0,"(0.046511627906976744, 0.06231251901513083)"
KGUIR,Arendelle,9.0,"(0.05154639175257733, 0.06537422747672236)"
KGUIR,Arendelle,10.0,"(0.050505050505050504, 0.06612290784669803)"
KGUIR,Arendelle,11.0,"(0.046296296296296294, 0.05543071986704686)"
KGUIR,Arendelle,12.0,"(0.05, 0.056592134703548326)"
KGUIR,Arrakis,1.0,"(0.048, 0.052536113496384915)"
KGUIR,Arrakis,2.0,"(0.049586776859504134, 0.052168359044017655)"
KGUIR,Arrakis,3.0,"(0.04477611940298507, 0.047521204569047265)"
KGUIR,Arrakis,4.0,"(0.046875, 0.048630416822818365)"
KGUIR,Arrakis,5.0,"(0.0472972972972973, 0.05210766104372766)"
KGUIR,Arrakis,6.0,"(0.046357615894039736, 0.048011135705310924)"
KGUIR,Arrakis,7.0,"(0.04666666666666667, 0.05230395338774123)"
KGUIR,Arrakis,8.0,"(0.04516129032258065, 0.0473310892321197)"
KGUIR,Arrakis,9.0,"(0.04794520547945205, 0.0538962330378749)"
KGUIR,Arrakis,10.0,"(0.045454545454545456, 0.04664105589085912)"
KGUIR,Arrakis,11.0,"(0.0510948905109489, 0.0505136810606288)"
KGUIR,Arrakis,12.0,"(0.050724637681159424, 0.056788150010265416)"
KGUIR,Asgard,1.0,"(0.047619047619047616, 0.06077463775047138)"
KGUIR,Asgard,2.0,"(0.05, 0.06571766729035516)"
KGUIR,Asgard,3.0,"(0.04504504504504505, 0.057846848103242435)"
KGUIR,Asgard,4.0,"(0.05, 0.06095977927182044)"
KGUIR,Asgard,5.0,"(0.05263157894736842, 0.06863947086390827)"
KGUIR,Asgard,6.0,"(0.047619047619047616, 0.06330502432912555)"
KGUIR,Asgard,7.0,"(0.04629629629629629, 0.0651346354364401)"
KGUIR,Asgard,8.0,"(0.047619047619047616, 0.06652485094047798)"
KGUIR,Asgard,9.0,"(0.04716981132075473, 0.06636373453852784)"
KGUIR,Asgard,10.0,"(0.045454545454545456, 0.06306216035267988)"
KGUIR,Asgard,11.0,"(0.04838709677419355, 0.05587142644080664)"
KGUIR,Asgard,12.0,"(0.057971014492753624, 0.06539850634402088)"
KGUIR,Atlantis,1.0,"(0.04800000000000001, 0.028880459081793174)"
KGUIR,Atlantis,2.0,"(0.049586776859504134, 0.029704999161120644)"
KGUIR,Atlantis,3.0,"(0.046296296296296294, 0.030125939612014523)"
KGUIR,Atlantis,4.0,"(0.05263157894736842, 0.031600506488605684)"
KGUIR,Atlantis,5.0,"(0.05217391304347826, 0.03318661442019787)"
KGUIR,Atlantis,6.0,"(0.050847457627118654, 0.031552098206485545)"
KGUIR,Atlantis,7.0,"(0.045454545454545456, 0.026885100122367406)"
KGUIR,Atlantis,8.0,"(0.04477611940298507, 0.02544130730775228)"
KGUIR,Atlantis,9.0,"(0.04666666666666667, 0.027648795315997288)"
KGUIR,Atlantis,10.0,"(0.0457516339869281, 0.026225407909053984)"
KGUIR,Atlantis,11.0,"(0.0472972972972973, 0.028642094378721294)"
KGUIR,Atlantis,12.0,"(0.05600000000000001, 0.037714807635866786)"
KGUIR,Beleria,1.0,"(0.046153846153846156, 0.08392234095010333)"
KGUIR,Beleria,2.0,"(0.05, 0.09382010149277747)"
KGUIR,Beleria,3.0,"(0.04615384615384615, 0.08225625293339767)"
KGUIR,Beleria,4.0,"(0.04878048780487805, 0.0758686770916427)"
KGUIR,Beleria,5.0,"(0.05263157894736842, 0.09778386982807918)"
KGUIR,Beleria,6.0,"(0.05084745762711865, 0.08682082601500517)"
